Datacenter,Rack,Elevation,Hostname,Domain,Model,Host Serial Num,Chassis Serial Num,Service Tag,UW,CSL,Morgridge,Notes
WID,A14,9,e142,chtc.wisc.edu,Cisco UCS C220 M3,FCH1651V1LM,,FCH1651V1LM,none,,,"Torn apart - Confirmed no UW tag anywhere on the chassis, Top will not remove, no tags under top"
WID,A14,8,e143,chtc.wisc.edu,Cisco UCS C220 M3,FCH1651V18N,,FCH1651V18N,none,,,"Torn apart - Confirmed no UW tag anywhere on the chassis, Top will not remove, no tags under top"
WID,A14,7,e144,chtc.wisc.edu,Cisco UCS C220 M3,FCH1651V1R9,,FCH1651V1R9,none,,,"Torn apart - Confirmed no UW tag anywhere on the chassis, Top will not remove, no tags under top"
WID,A14,6,e145,chtc.wisc.edu,Cisco UCS C220 M3,FCH1651V0VU,,FCH1651V0VU,none,,,"Torn apart - Confirmed no UW tag anywhere on the chassis, Top will not remove, no tags under top"
WID,A14,4,e147,chtc.wisc.edu,Cisco UCS C220 M3,FCH1651V1BF,,FCH1651V1BF,none,,,"Torn apart - Confirmed no UW tag anywhere on the chassis, Top will not remove, no tags under top"
WID,A14,3,e148,chtc.wisc.edu,Cisco UCS C220 M3,FCH1651V1MM,,FCH1651V1MM,none,,,"Torn apart - Confirmed no UW tag anywhere on the chassis, Top will not remove, no tags under top"
WID,A14,2,e149,chtc.wisc.edu,Cisco UCS C220 M3,FCH1651V1MT,,FCH1651V1MT,none,,,"Torn apart - Confirmed no UW tag anywhere on the chassis, Top will not remove, no tags under top"
WID,B1,11,e2434,chtc.wisc.edu,Cisco UCS C220 M3,FCH1818V19M,,FCH1818V19M,U011282,,,
WID,B1,17,e2436,chtc.wisc.edu,Cisco UCS C220 M3,FCH1818V191,,FCH1818V191,U011284,,,
WID,B1,12,e2445,chtc.wisc.edu,Cisco UCS C220 M3,FCH1819V2LB,,FCH1819V2LB,U011293,,,
WID,B1,15,e2446,chtc.wisc.edu,Cisco UCS C220 M3,FCH1820V0DA,,FCH1820V0DA,U011294,,,
WID,B1,16,e2447,chtc.wisc.edu,Cisco UCS C220 M3,FCH1819V080,,FCH1819V080,U011295,,,
WID,B1,14,e2453,chtc.wisc.edu,Cisco UCS C220 M3,FCH1819V08D,,FCH1819V08D,U011301,,,
WID,B1,13,e2454,chtc.wisc.edu,Cisco UCS C220 M3,FCH1819V2L8,,FCH1819V2L8,U011302,,,
WID,A14,19,e380,chtc.wisc.edu,Cisco UCS C220 M3,FCH1820V084,,FCH1820V084,U011228,,,
WID,A14,20,e381,chtc.wisc.edu,Cisco UCS C220 M3,FCH1818V1LQ,,FCH1818V1LQ,U011229,,,
WID,A14,21,e382,chtc.wisc.edu,Cisco UCS C220 M3,FCH1820V05D,,FCH1820V05D,U011230,,,
WID,A14,23,e383,chtc.wisc.edu,Cisco UCS C220 M3,FCH1818V28R,,FCH1818V28R,U011231,,,
WID,A14,36,e416,chtc.wisc.edu,Cisco UCS C220 M3,FCH1819V06Q,,FCH1819V06Q,U011264,,,
WID,A14,35,e417,chtc.wisc.edu,Cisco UCS C220 M3,FCH1818V1DR,,FCH1818V1DR,U011265,,,
WID,A14,34,e418,chtc.wisc.edu,Cisco UCS C220 M3,FCH1813V1KM,,FCH1813V1KM,U011266,,,
WID,A14,38,e457,chtc.wisc.edu,Cisco UCS C220 M3,BJT04W1,,BJT04W1,U011305,,,host down
WID,A14,33,es0001,chtc.wisc.edu,Cisco UCS C220 M3,FCH1818V27W,,FCH1818V27W,U011267,,,
WID,A14,11,es0002,chtc.wisc.edu,Cisco UCS C220 M3,FCH1651V1MU,,FCH1651V1MU,none,,,"Torn apart - Confirmed no UW tag anywhere on the chassis, Top will not remove, no tags under top"
WID,A14,10,es0003,chtc.wisc.edu,Cisco UCS C220 M3,FCH1651V1LP,,FCH1651V1LP,none,,,"Torn apart - Confirmed no UW tag anywhere on the chassis, Top will not remove, no tags under top"
WID,B8,36,exec-17,chtc.wisc.edu,Dell PowerEdge R415,7LST8Q1,,7LST8Q1,none,,,Torn apart - Confirmed no UW tag anywhere on the chassis
WID,A12,21-22,gdd-store,chtc.wisc.edu,Dell PowerEdge R730,FKJYCH2,,FKJYCH2,U000997,,,No tag?
WID,A12,23-24,FILL HERE,chtc.wisc.edu,Supermicro ?,,,,,C053103,,New xDD storage host
WID,Z2 R10,27,gitter0000,chtc.wisc.edu,Nor-Tech,S282159X8220446,,S282159X8220446,U042798,,,Tag on frontal pull-out tab.
WID,Z1 R7,11-12,hpc-hypervisor-1,chtc.wisc.edu,Dell PowerEdge R720xd,JSXGSW1,,JSXGSW1,none,,,Torn apart - Confirmed no UW tag anywhere on the chassis
WID,Z1 R8,1-2,hpc-hypervisor-16,chtc.wisc.edu,Dell PowerEdge R720xd,HTHTV12,,HTHTV12,none,,,No tag. hostname not found
WID,Z1 R7,9-10,hpc-hypervisor-2,chtc.wisc.edu,Dell PowerEdge R720xd,5WVK182,,5WVK182,U651423,,,
WID,Z1 R7,7-8,hpc-hypervisor-3,chtc.wisc.edu,Dell PowerEdge R720xd,JSXHSW1,,JSXHSW1,none,,,Torn apart - Confirmed no UW tag anywhere on the chassis.
WID,Z1 R7,5-6,hpc-hypervisor-4,chtc.wisc.edu,Dell PowerEdge R720xd,JSXJSW1,,JSXJSW1,none,,,Torn apart - Confirmed no UW tag anywhere on the chassis.
WID,Z1 R7,19-20,hpc-mds-4,chtc.wisc.edu,Dell PowerEdge R720,9MHZBX1,,9MHZBX1,U008360,,,host down in icinga
WID,Z1 R7,17-18,hpc-mds-5,chtc.wisc.edu,Dell PowerEdge R720,9MJXBX1,,9MJXBX1,U008361,,,host down in icinga
WID,Z1 R7,15-16,hpc-mds-6,chtc.wisc.edu,Dell PowerEdge R720,B1CSV12,,B1CSV12,U000396,,,host down in icinga
WID,Z1 R7,3-4,hpc-storage-5,chtc.wisc.edu,Dell PowerEdge R720xd,HTHSV12,,HTHSV12,none,,,Torn apart - Confirmed no UW tag anywhere on the chassis.
WID,Z1 R7,1-2,hpc-storage-6,chtc.wisc.edu,Dell PowerEdge R720xd,HTGRV12,,HTGRV12,none,,,Torn apart - Confirmed no UW tag anywhere on the chassis.
WID,Z1 R8,19-20,hpc-storage-7,chtc.wisc.edu,Dell PowerEdge R720xd,HTHRV12,,HTHRV12,none,,,Torn apart - Confirmed no UW tag anywhere on the chassis
WID,Z1 R8,17-18,hpc-storage-8,chtc.wisc.edu,Dell PowerEdge R720xd,HTDSV12,,HTDSV12,none,,,Torn apart - Confirmed no UW tag anywhere on the chassis
WID,A14,37-38,hypervisor0000,chtc.wisc.edu,Dell PowerEdge R520,BJT04W1,,BJT04W1,U022759,,,
WID,B8,34,hypervisor0001,chtc.wisc.edu,Dell PowerEdge R415,BLST8Q1,,BLST8Q1,none,,,Torn apart - Confirmed no UW tag anywhere on the chassis
WID,B5,21-22,hypervisor0002,chtc.wisc.edu,Dell PowerEdge R520,26T04W1,,26T04W1,U022768,,,
WID,B5,15-16,hypervisor0003,chtc.wisc.edu,Dell PowerEdge R520,36T04W1,,36T04W1,U022765,,,
WID,B5,11-12,hypervisor0004,chtc.wisc.edu,Dell PowerEdge R520,66T04W1,,66T04W1,U022763,,,Fault on drive 7 in disk bay 1
WID,B5,23-24,hypervisor0005,chtc.wisc.edu,Dell PowerEdge R520,46T04W1,,46T04W1,U022769,,,
WID,B5,25-26,hypervisor0006,chtc.wisc.edu,Dell PowerEdge R520,16T04W1,,16T04W1,U022770,,,
WID,B5,29-30,hypervisor0008,chtc.wisc.edu,Dell PowerEdge R520,2KT04W1,,2KT04W1,U022772,,,
WID,B5,31-32,hypervisor0009,chtc.wisc.edu,Dell PowerEdge R520,CJT04W1,,CJT04W1,U022773,,,CMOS battery is low
WID,B5,33-34,hypervisor0010,chtc.wisc.edu,Dell PowerEdge R520,GJT04W1,,GJT04W1,U022774,,,
WID,B5,35-36,hypervisor0011,chtc.wisc.edu,Dell PowerEdge R520,DJT04W1,,DJT04W1,U022775,,,
WID,B5,37-38,hypervisor0012,chtc.wisc.edu,Dell PowerEdge R520,3KT04W1,,3KT04W1,U022776,,,
WID,B5,19-20,hypervisor0013,chtc.wisc.edu,Dell PowerEdge R520,HJT04W1,,HJT04W1,U022760,,,
WID,B5,9-10,hypervisor0014,chtc.wisc.edu,Dell PowerEdge R520,H5T04W1,,H5T04W1,U022762,,,
WID,B5,17-18,hypervisor0015,chtc.wisc.edu,Dell PowerEdge R520,JJT04W1,,JJT04W1,U022761,,,
WID,A12,17-18,hypervisor0017,chtc.wisc.edu,Dell PowerEdge R515,CMGG7R1,,CMGG7R1,U022751,,,
WID,B1,22-23,hypervisor0018,chtc.wisc.edu,Dell PowerEdge R515,9LSMNQ1,,9LSMNQ1,none,,,Torn apart - Confirmed no UW tag anywhere on the chassis.
WID,A12,15-16,hypervisor0019,chtc.wisc.edu,Dell PowerEdge R515,HLSMNQ1,,HLSMNQ1,none,,,Torn apart - Confirmed no UW tag anywhere on the chassis.
WID,Z2 R10,25-26,patel0000,chtc.wisc.edu,SuperMicro,52015 S290178X9504221,,52015 S290178X9504221,U036816,,,no tag
WID,Z2 R10,29-30,roy-exec-3,chtc.wisc.edu,Dell EMC PowerEdge R840,BZY53W2,,BZY53W2,U037266,,,Roy chassis are not ours. 
WID,Z2 R10,31-32,roy-exec-4,chtc.wisc.edu,Dell EMC PowerEdge R840,BZY43W2,,BZY43W2,U037265,,,Roy chassis are not ours. 
WID,Z2 R10,33-34,roy-exec-5,chtc.wisc.edu,Dell EMC PowerEdge R840,BZY63W2,,BZY63W2,U037267,,,Roy chassis are not ours. 
WID,Z2 R10,35-36,roy-exec-8,chtc.wisc.edu,Dell EMC PowerEdge R840,2SSP243,,2SSP243,U040165,,,Roy chassis are not ours. 
WID,Z2 R11,39-40,roy-exec-9,chtc.wisc.edu,SuperMicro SYS-2049U-TR4,528GNK3,,528GNK3,U042743,,,Roy chassis are not ours. 
WID,Z2 R4,41,spark-a029,chtc.wisc.edu,Dell EMC PowerEdge R6525,4W0X0R3,,4W0X0R3,U044933,,,
WID,Z2 R4,40,spark-a030,chtc.wisc.edu,Dell EMC PowerEdge R6525,2PGV0R3,,2PGV0R3,U044934,,,
WID,Z2 R4,39,spark-a031,chtc.wisc.edu,Dell EMC PowerEdge R6525,3W0X0R3,,3W0X0R3,U044935,,,
WID,Z2 R4,38,spark-a032,chtc.wisc.edu,Dell EMC PowerEdge R6525,JV0X0R3,,JV0X0R3,U044936,,,
WID,Z2 R4,37,spark-a033,chtc.wisc.edu,Dell EMC PowerEdge R6525,BW0X0R3,,BW0X0R3,U044937,,,
WID,Z2 R4,36,spark-a034,chtc.wisc.edu,Dell EMC PowerEdge R6525,6W0X0R3,,6W0X0R3,U044938,,,
WID,Z2 R4,35,spark-a035,chtc.wisc.edu,Dell EMC PowerEdge R6525,GV0X0R3,,GV0X0R3,U044939,,,
WID,Z2 R4,34,spark-a036,chtc.wisc.edu,Dell EMC PowerEdge R6525,5W0X0R3,,5W0X0R3,U044940,,,
WID,Z2 R4,31,spark-a037,chtc.wisc.edu,Dell EMC PowerEdge R6525,BV0X0R3,,BV0X0R3,U044941,,,
WID,Z2 R4,30,spark-a038,chtc.wisc.edu,Dell EMC PowerEdge R6525,4PGV0R3,,4PGV0R3,U044942,,,
WID,Z2 R4,29,spark-a039,chtc.wisc.edu,Dell EMC PowerEdge R6525,CW0X0R3,,CW0X0R3,U044943,,,
WID,Z2 R4,28,spark-a040,chtc.wisc.edu,Dell EMC PowerEdge R6525,9W0X0R3,,9W0X0R3,U044944,,,
WID,Z2 R4,27,spark-a041,chtc.wisc.edu,Dell EMC PowerEdge R6525,HNGV0R3,,HNGV0R3,U044945,,,
WID,Z2 R4,26,spark-a042,chtc.wisc.edu,Dell EMC PowerEdge R6525,JNGV0R3,,JNGV0R3,U044946,,,
WID,Z2 R4,25,spark-a043,chtc.wisc.edu,Dell EMC PowerEdge R6525,3PGV0R3,,3PGV0R3,U044947,,,
WID,Z2 R4,19,spark-a044,chtc.wisc.edu,Dell EMC PowerEdge R6525,1PGV0R3,,1PGV0R3, U044948,,,
WID,Z2 R4,18,spark-a045,chtc.wisc.edu,Dell EMC PowerEdge R6525,8W0X0R3,,8W0X0R3,U044949,,,
WID,Z2 R4,17,spark-a046,chtc.wisc.edu,Dell EMC PowerEdge R6525,8V0X0R3,,8V0X0R3, U044950,,,
WID,Z2 R4,16,spark-a047,chtc.wisc.edu,Dell EMC PowerEdge R6525,5PGV0R3,,5PGV0R3,U044951,,,
WID,Z2 R4,15,spark-a048,chtc.wisc.edu,Dell EMC PowerEdge R6525,CV0X0R3,,CV0X0R3,U044952,,,
WID,Z2 R4,14,spark-a049,chtc.wisc.edu,Dell EMC PowerEdge R6525,7W0X0R3,,7W0X0R3,U044953,,,
WID,Z2 R4,13,spark-a050,chtc.wisc.edu,Dell EMC PowerEdge R6525,GNGV0R3,,GNGV0R3,U044954,,,
WID,Z2 R4,10,spark-a051,chtc.wisc.edu,Dell EMC PowerEdge R6525,JW0X0R3,,JW0X0R3,U044955,,,
WID,Z2 R4,9,spark-a052,chtc.wisc.edu,Dell EMC PowerEdge R6525,GW0X0R3,,GW0X0R3,U044956,,,
WID,Z2 R4,8,spark-a053,chtc.wisc.edu,Dell EMC PowerEdge R6525,4X0X0R3,,4X0X0R3,U044957,,,
WID,Z2 R4,7,spark-a054,chtc.wisc.edu,Dell EMC PowerEdge R6525,HW0X0R3,,HW0X0R3,U044958,,,
WID,Z2 R4,6,spark-a055,chtc.wisc.edu,Dell EMC PowerEdge R6525,3X0X0R3,,3X0X0R3,U044959,,,
WID,Z2 R4,5,spark-a056,chtc.wisc.edu,Dell EMC PowerEdge R6525,HV0X0R3,,HV0X0R3,U044960,,,
WID,Z2 R4,4,spark-a057,chtc.wisc.edu,Dell EMC PowerEdge R6525,2W0X0R3,,2W0X0R3,U044961,,,
WID,Z2 R4,3,spark-a058,chtc.wisc.edu,Dell EMC PowerEdge R6525,FV0X0R3,,FV0X0R3,U044962,,,
WID,Z1 R4,15,spark-a059,chtc.wisc.edu,Dell EMC PowerEdge R6525,7V0X0R3,,7V0X0R3,U044963,,,
WID,Z2 R8,22,spark-a060,chtc.wisc.edu,Dell EMC PowerEdge R6525,DV0X0R3,,DV0X0R3,U044964,,,
WID,Z2 R8,26,spark-a061,chtc.wisc.edu,Dell EMC PowerEdge R6525,6V0X0R3,,6V0X0R3,U044965,,,
WID,Z2 R8,27,spark-a062,chtc.wisc.edu,Dell EMC PowerEdge R6525,5V0X0R3,,5V0X0R3,U044966,,,
WID,Z2 R8,28,spark-a063,chtc.wisc.edu,Dell EMC PowerEdge R6525,9V0X0R3,,9V0X0R3,U044967,,,
WID,Z2 R8,29,spark-a064,chtc.wisc.edu,Dell EMC PowerEdge R6525,DW0X0R3,,DW0X0R3,U044968,,,
WID,Z2 R8,30,spark-a065,chtc.wisc.edu,Dell EMC PowerEdge R6525,1W0X0R3,,1W0X0R3,U044969,,,
WID,Z2 R8,25,spark-a066,chtc.wisc.edu,Dell EMC PowerEdge R6525,4QGV0R3,,4QGV0R3,U044970,,,
WID,Z2 R8,24,spark-a067,chtc.wisc.edu,Dell EMC PowerEdge R6525,2QGV0R3,,2QGV0R3,U044971,,,
WID,Z2 R8,23,spark-a068,chtc.wisc.edu,Dell EMC PowerEdge R6525,5QGV0R3,,5QGV0R3,U044972,,,
WID,Z2 R8,31,spark-a069,chtc.wisc.edu,Dell EMC PowerEdge R6525,8ZRFGT3,,8ZRFGT3,none,,,
WID,Z2 R8,32,spark-a070,chtc.wisc.edu,Dell EMC PowerEdge R6525,BZRFGT3,,BZRFGT3,none,,,
WID,Z2 R8,33,spark-a071,chtc.wisc.edu,Dell EMC PowerEdge R6525,9ZRFGT3,,9ZRFGT3,none,,,
WID,Z2 R7,27,spark-ceph-1,chtc.wisc.edu,SuperMicro SYS-120U-TNR,55544040622223W+,,55544040622223W+,U044097,,,"Tag on top front of chassis, slide out server to view."
WID,Z2 R7,28,spark-ceph-2,chtc.wisc.edu,SuperMicro SYS-120U-TNR,55544030622223W+,,55544030622223W+,U044098,,,"Tag on top front of chassis, slide out server to view."
WID,Z2 R7,29,spark-ceph-3,chtc.wisc.edu,SuperMicro SYS-120U-TNR,55544020622223W+,,55544020622223W+,U044099,,,"Tag on top front of chassis, slide out server to view."
WID,Z2 R7,30,spark-ceph-4,chtc.wisc.edu,SuperMicro SYS-120U-TNR,55544010622223W+,,55544010622223W+,U044100,,,"Tag on top front of chassis, slide out server to view."
WID,Z2 R7,1-2,spark-i072,chtc.wisc.edu,Dell EMC C6400,JK25853,,JK25853,U041058,,,
WID,Z2 R7,1-2,spark-i073,chtc.wisc.edu,Dell EMC C6400,JK24853,,JK24853,U041058,,,
WID,Z2 R7,1-2,spark-i074,chtc.wisc.edu,Dell EMC C6400,JK23853,,JK23853,U041058,,,
WID,Z2 R7,1-2,spark-i075,chtc.wisc.edu,Dell EMC C6400,JK22853,,JK22853,U041058,,,
WID,Z2 R7,3-4,spark-i076,chtc.wisc.edu,Dell EMC C6400,JK21853,,JK21853,U041050,,,
WID,Z2 R7,3-4,spark-i077,chtc.wisc.edu,Dell EMC C6400,JK20853,,JK20853,U041050,,,
WID,Z2 R7,3-4,spark-i078,chtc.wisc.edu,Dell EMC C6400,JK1Z753,,JK1Z753,U041050,,,
WID,Z2 R7,3-4,spark-i079,chtc.wisc.edu,Dell EMC C6400,JK1VQ53,,JK1VQ53,U041050,,,
WID,Z2 R7,5-6,spark-i080,chtc.wisc.edu,Dell EMC C6400,2MPHQ53,,2MPHQ53,U041051,,,
WID,Z2 R7,5-6,spark-i081,chtc.wisc.edu,Dell EMC C6400,2MPGQ53,,2MPGQ53,U041051,,,
WID,Z2 R7,5-6,spark-i082,chtc.wisc.edu,Dell EMC C6400,2MPFQ53,,2MPFQ53,U041051,,,
WID,Z2 R7,5-6,spark-i083,chtc.wisc.edu,Dell EMC C6400,2MPDQ53,,2MPDQ53,U041051,,,
WID,Z2 R7,7-8,spark-i084,chtc.wisc.edu,Dell EMC C6400,2MPCQ53,,2MPCQ53,U041053,,,
WID,Z2 R7,7-8,spark-i085,chtc.wisc.edu,Dell EMC C6400,2MPBQ53,,2MPBQ53,U041053,,,
WID,Z2 R7,7-8,spark-i086,chtc.wisc.edu,Dell EMC C6400,2MNP853,,2MNP853,U041053,,,
WID,Z2 R7,7-8,spark-i087,chtc.wisc.edu,Dell EMC C6400,2MNN853,,2MNN853,U041053,,,
WID,Z2 R7,9-10,spark-i088,chtc.wisc.edu,Dell EMC C6400,JK2D853,,JK2D853,U041052,,,
WID,Z2 R7,9-10,spark-i089,chtc.wisc.edu,Dell EMC C6400,JK2CQ53,,JK2CQ53,U041052,,,
WID,Z2 R7,9-10,spark-i090,chtc.wisc.edu,Dell EMC C6400,JK2C853,,JK2C853,U041052,,,
WID,Z2 R7,9-10,spark-i091,chtc.wisc.edu,Dell EMC C6400,JK2B853,,JK2B853,U041052,,,
WID,Z2 R7,11-12,spark-i092,chtc.wisc.edu,Dell EMC C6400,JK1L853,,JK1L853,U041057,,,
WID,Z2 R7,11-12,spark-i093,chtc.wisc.edu,Dell EMC C6400,JK1KQ53,,JK1KQ53,U041057,,,
WID,Z2 R7,11-12,spark-i094,chtc.wisc.edu,Dell EMC C6400,JK1K853,,JK1K853,U041057,,,
WID,Z2 R7,11-12,spark-i095,chtc.wisc.edu,Dell EMC C6400,JK1JQ53,,JK1JQ53,U041057,,,
WID,Z2 R7,13-14,spark-i096,chtc.wisc.edu,Dell EMC C6400,JK1J853,,JK1J853,U041056,,,
WID,Z2 R7,13-14,spark-i097,chtc.wisc.edu,Dell EMC C6400,JK1HQ53,,JK1HQ53,U041056,,,
WID,Z2 R7,13-14,spark-i098,chtc.wisc.edu,Dell EMC C6400,JK1H853,,JK1H853,U041056,,,
WID,Z2 R7,13-14,spark-i099,chtc.wisc.edu,Dell EMC C6400,JK1GQ53,,JK1GQ53,U041056,,,
WID,Z2 R7,25-26,spark-i100,chtc.wisc.edu,Dell EMC C6400,JK1G853,,JK1G853,U041055,,,
WID,Z2 R7,25-26,spark-i101,chtc.wisc.edu,Dell EMC C6400,JK1FQ53,,JK1FQ53,U041055,,,
WID,Z2 R7,25-26,spark-i102,chtc.wisc.edu,Dell EMC C6400,JK1F853,,JK1F853,U041055,,,
WID,Z2 R7,25-26,spark-i103,chtc.wisc.edu,Dell EMC C6400,JK1DQ53,,JK1DQ53,U041055,,,
WID,Z2 R7,17-18,spark-i104,chtc.wisc.edu,Dell EMC C6400,JK29853,,JK29853,U041054,,,
WID,Z2 R7,17-18,spark-i105,chtc.wisc.edu,Dell EMC C6400,JK28853,,JK28853,U041054,,,
WID,Z2 R7,17-18,spark-i106,chtc.wisc.edu,Dell EMC C6400,JK27853,,JK27853,U041054,,,
WID,Z2 R7,17-18,spark-i107,chtc.wisc.edu,Dell EMC C6400,JK26853,,JK26853,U041054,,,
WID,Z2 R7,19-20,spark-i108,chtc.wisc.edu,Dell EMC C6400,JK1Q853,,JK1Q853,U041059,,,
WID,Z2 R7,19-20,spark-i109,chtc.wisc.edu,Dell EMC C6400,JK1PQ53,,JK1PQ53,U041059,,,
WID,Z2 R7,19-20,spark-i110,chtc.wisc.edu,Dell EMC C6400,JK1P853,,JK1P853,U041059,,,
WID,Z2 R7,19-20,spark-i111,chtc.wisc.edu,Dell EMC C6400,,,,U041059,,,
WID,Z2 R7,21-22,spark-i112,chtc.wisc.edu,Dell EMC C6400,JK1TQ53,,JK1TQ53,U040607,,,
WID,Z2 R7,21-22,spark-i113,chtc.wisc.edu,Dell EMC C6400,JK1SQ53,,JK1SQ53,U040607,,,
WID,Z2 R7,21-22,spark-i114,chtc.wisc.edu,Dell EMC C6400,JK1RQ53,,JK1RQ53,U040607,,,
WID,Z2 R7,21-22,spark-i115,chtc.wisc.edu,Dell EMC C6400,JK1QQ53,,JK1QQ53,U040607,,,
WID,Z2 R7,23-24,spark-i116,chtc.wisc.edu,Dell EMC C6400,JK1N853,,JK1N853,U040608,,,
WID,Z2 R7,23-24,spark-i117,chtc.wisc.edu,Dell EMC C6400,JK1MQ53,,JK1MQ53,U040608,,,
WID,Z2 R7,23-24,spark-i118,chtc.wisc.edu,Dell EMC C6400,JK1M853,,JK1M853,U040608,,,
WID,Z2 R7,23-24,spark-i119,chtc.wisc.edu,Dell EMC C6400,JK1LQ53,,JK1LQ53,U040608,,,
WID,Z2 R8,1-2,spark-i120,chtc.wisc.edu,Dell EMC C6400,2MPP853,,2MPP853,U040609,,,
WID,Z2 R8,1-2,spark-i121,chtc.wisc.edu,Dell EMC C6400,2MNP853,,2MNP853,U040609,,,
WID,Z2 R8,1-2,spark-i122,chtc.wisc.edu,Dell EMC C6400,2MPM853,,2MPM853,U040609,,,
WID,Z2 R8,1-2,spark-i123,chtc.wisc.edu,Dell EMC C6400,2MPJQ53,,2MPJQ53,U040609,,,
WID,Z2 R8,3-4,spark-i124,chtc.wisc.edu,Dell EMC C6400,5BZQK93,,5BZQK93,none,,,
WID,Z2 R8,3-4,spark-i125,chtc.wisc.edu,Dell EMC C6400,5BZPK93,,5BZPK93,none,,,
WID,Z2 R8,3-4,spark-i126,chtc.wisc.edu,Dell EMC C6400,5BZNK93,,5BZNK93,none,,,
WID,Z2 R8,3-4,spark-i127,chtc.wisc.edu,Dell EMC C6400,5BZMK93,,5BZMK93,none,,,
WID,Z2 R8,5-6,spark-i128,chtc.wisc.edu,Dell EMC C6400,4TMQZB3,,4TMQZB3,none,,,
WID,Z2 R8,5-6,spark-i129,chtc.wisc.edu,Dell EMC C6400,4TMPZB3,,4TMPZB3,none,,,
WID,Z2 R8,5-6,spark-i130,chtc.wisc.edu,Dell EMC C6400,4TMNZB3,,4TMNZB3,none,,,
WID,Z2 R8,5-6,spark-i131,chtc.wisc.edu,Dell EMC C6400,4TMMZB3,,4TMMZB3,none,,,
WID,Z2 R8,7-8,spark-i132,chtc.wisc.edu,Dell EMC C6400,56H4ZC3,,56H4ZC3,none,,,
WID,Z2 R8,7-8,spark-i133,chtc.wisc.edu,Dell EMC C6400,56H3ZC3,,56H3ZC3,none,,,
WID,Z2 R8,7-8,spark-i134,chtc.wisc.edu,Dell EMC C6400,56H2ZC3,,56H2ZC3,none,,,
WID,Z2 R8,7-8,spark-i135,chtc.wisc.edu,Dell EMC C6400,56H1ZC3,,56H1ZC3,none,,,
WID,Z2 R8,9-10,spark-i136,chtc.wisc.edu,Dell EMC C6400,56G9ZC3,,56G9ZC3,none,,,
WID,Z2 R8,9-10,spark-i137,chtc.wisc.edu,Dell EMC C6400,56G8ZC3,,56G8ZC3,none,,,
WID,Z2 R8,9-10,spark-i138,chtc.wisc.edu,Dell EMC C6400,56G7ZC3,,56G7ZC3,none,,,
WID,Z2 R8,9-10,spark-i139,chtc.wisc.edu,Dell EMC C6400,56G6ZC3,,56G6ZC3,none,,,
WID,Z2 R8,11-12,spark-i140,chtc.wisc.edu,Dell EMC C6400,56J3ZC3,,56J3ZC3,none,,,
WID,Z2 R8,11-12,spark-i141,chtc.wisc.edu,Dell EMC C6400,56J2ZC3,,56J2ZC3,none,,,
WID,Z2 R8,11-12,spark-i142,chtc.wisc.edu,Dell EMC C6400,56J1ZC3,,56J1ZC3,none,,,
WID,Z2 R8,11-12,spark-i143,chtc.wisc.edu,Dell EMC C6400,56H9ZC3,,56H9ZC3,none,,,
WID,Z2 R8,13-14,spark-i144,chtc.wisc.edu,Dell EMC C6400,56H8ZC3,,56H8ZC3,none,,,
WID,Z2 R8,13-14,spark-i145,chtc.wisc.edu,Dell EMC C6400,56H7ZC3,,56H7ZC3,none,,,
WID,Z2 R8,13-14,spark-i146,chtc.wisc.edu,Dell EMC C6400,56H6ZC3,,56H6ZC3,none,,,
WID,Z2 R8,13-14,spark-i147,chtc.wisc.edu,Dell EMC C6400,56H5ZC3,,56H5ZC3,none,,,
WID,Z2 R8,17-18,spark-i148,chtc.wisc.edu,Dell EMC C6400,65P7VD3,,65P7VD3,none,,,
WID,Z2 R8,17-18,spark-i149,chtc.wisc.edu,Dell EMC C6400,65P6VD3,,65P6VD3,none,,,
WID,Z2 R8,17-18,spark-i150,chtc.wisc.edu,Dell EMC C6400,65P5VD3,,65P5VD3,none,,,
WID,Z2 R8,17-18,spark-i151,chtc.wisc.edu,Dell EMC C6400,65P4VD3,,65P4VD3,none,,,
WID,Z2 R8,19-20,spark-i152,chtc.wisc.edu,Dell EMC C6400,65QBVD3,,65QBVD3,none,,,
WID,Z2 R8,19-20,spark-i153,chtc.wisc.edu,Dell EMC C6400,65Q9VD3,,65Q9VD3,none,,,
WID,Z2 R8,19-20,spark-i154,chtc.wisc.edu,Dell EMC C6400,65Q8VD3,,65Q8VD3,none,,,
WID,Z2 R8,19-20,spark-i155,chtc.wisc.edu,Dell EMC C6400,65Q7VD3,,65Q7VD3,none,,,
WID,Z2 R5,7-8,spark-i156,chtc.wisc.edu,Dell EMC C6400,HR0W0Q2,,HR0W0Q2,U036397,,,
WID,Z2 R5,7-8,spark-i157,chtc.wisc.edu,Dell EMC C6400,HR0V0Q2,,HR0V0Q2,U036397,,,
WID,Z2 R5,7-8,spark-i158,chtc.wisc.edu,Dell EMC C6400,HR0T0Q2,,HR0T0Q2,U036397,,,
WID,Z2 R5,7-8,spark-i159,chtc.wisc.edu,Dell EMC C6400,HQZY0Q2,,HQZY0Q2,U036397,,,
WID,Z2 R5,5-6,spark-i160,chtc.wisc.edu,Dell EMC C6400,HQYV0Q2,,HQYV0Q2,U036404,,,
WID,Z2 R5,5-6,spark-i161,chtc.wisc.edu,Dell EMC C6400,HQYT0Q2,,HQYT0Q2,U036404,,,
